wsid,name,country,province,icao,latitude,longitude,elevation,begin_date,end_date
152730-99999,PICLISA,RO,,,+45.567,+022.883,+0381.0,1973-07-21,1997-12-31
152770-99999,BOITA,RO,,,+45.650,+024.267,+0519.0,1973-07-21,2025-06-04
152780-99999,BOGUS ROMANIAN,RO,,,,,,1984-01-02,1997-12-31
152790-99999,BALEA LAC,RO,,,+45.600,+024.617,+2038.0,1983-03-01,2025-06-04
152800-99999,VARFU OMU,RO,,,+45.450,+025.450,+2509.0,1952-01-01,2025-06-04
152810-99999,BOGUS ROMANIAN,RO,,,,,,1983-03-01,2002-11-06
152820-99999,POIANA BRASOV,RO,,,+45.600,+025.550,+1028.0,1987-03-01,1997-12-31
152830-99999,BOGUS ROMANIAN,RO,,,,,,1984-05-01,1997-12-31
152840-99999,PENTELEU,RO,,,+45.600,+026.417,+1626.0,1988-01-01,2025-06-04
152850-99999,BISOCA,RO,,,+45.550,+026.700,+0833.0,1984-04-01,2025-06-04
152870-99999,MAICANESTI,RO,,,+45.500,+027.500,+0018.0,1974-03-15,1997-12-31
152890-99999,BANLOC,RO,,,+45.383,+021.133,+0083.0,1973-01-05,2025-06-04
152900-99999,BOGUS ROMANIAN,RO,,,+00.000,+000.000,-0999.9,1985-01-02,1997-12-31
152920-99999,CARANSEBES,RO,,LRCS,+45.420,+022.253,+0264.0,1965-07-01,2025-06-04
152950-99999,BOGUS ROMANIAN,RO,,,,,,1988-02-01,2003-03-02
152960-99999,PETROSANI,RO,,,+45.417,+023.383,+0599.0,1973-01-15,2025-06-04
152970-99999,OBARSIA LOTRULUI,RO,,,+45.433,+023.633,+1350.0,1983-03-01,2025-06-04
152980-99999,COZIA PASS (AUT),RO,,,+45.250,+024.250,+1640.0,1974-03-18,1997-12-31
152990-99999,RUCAR,RO,,,+45.400,+025.167,+0581.0,1983-03-01,1997-12-31
153000-99999,BRASOV GHIMBAV,RO,,LRBV,+45.706,+025.524,+0538.0,1973-07-21,2025-06-04
153010-99999,FUNDATA,RO,,,+45.433,+025.267,+1383.0,1973-07-21,2025-06-04
153020-99999,PREDEAL,RO,,,+45.500,+025.583,+1093.0,1934-07-03,2025-06-04
153030-99999,BOGUS ROMANIAN,RO,,,,,,1987-07-01,1997-12-27
153040-99999,BOGUS ROMANIAN,RO,,,,,,1988-02-01,2002-09-03
153070-99999,RAMNICU SARAT,RO,,,+45.383,+027.050,+0154.0,1974-03-15,2025-06-04
153100-99999,GALATI,RO,,,+45.483,+028.033,+0071.0,1935-07-02,2025-06-04
153110-99999,BOGUS ROMANIAN,RO,,,,,,1985-01-02,1997-12-31
153120-99999,BOGUS ROMANIAN,RO,,,,,,1937-11-03,2002-08-09
153140-99999,RESITA,RO,,,+45.300,+021.917,+0286.0,1983-04-01,2025-06-04
153150-99999,SEMENIC,RO,,,+45.183,+022.050,+1433.0,1973-07-21,2025-06-04
153160-99999,CUNTU,RO,,,+45.300,+022.517,+1450.0,1973-07-21,2025-06-04
153170-99999,TARCU,RO,,,+45.283,+022.533,+2186.0,1973-07-21,2025-06-04
153180-99999,,,,,,,,2001-07-10,2003-02-08
153190-99999,VOINEASA,RO,,,+45.417,+023.967,+0575.0,1973-07-20,2025-06-04
153200-99999,PARANG,RO,,,+45.383,+023.467,+1550.0,1973-07-20,2025-06-04
153210-99999,PARING (AUT),RO,,,+45.350,+023.517,+2075.0,1974-03-18,1997-12-31
153220-99999,BOGUS ROMANIAN,RO,,,,,,1989-01-01,1997-12-31
153240-99999,CAMPULUNG MUSCEL,RO,,,+45.283,+025.033,+0680.0,1974-03-15,2025-06-04
153250-99999,SINAIA-1500,RO,,,+45.350,+025.500,+1510.0,1973-07-21,2025-06-04
153280-99999,PATARLAGELE,RO,,,+45.317,+026.367,+0291.0,1974-03-15,2025-06-04
153330-99999,BRAILA,RO,,,+45.200,+027.917,+0015.0,1983-04-01,2025-06-04
153350-99999,CATALOI / TULCEA,RO,,LRTC,+45.062,+028.714,+0061.0,1973-01-05,2025-06-04
153355-99999,TULCEA/CATALOI,RO,,,+45.067,+028.717,+0046.0,1976-02-03,1990-01-08
153360-99999,GORGOVA,RO,,,+45.183,+029.167,+0004.0,1974-03-15,2025-06-04
153370-99999,MAHMUDIA,RO,,,+45.083,+029.067,+0173.0,1993-05-01,2025-06-04
153380-99999,ORAVITA,RO,,,+45.033,+021.683,+0310.0,1973-01-08,2025-06-04
153400-99999,TARGU JIU,RO,,,+45.033,+023.267,+0205.5,1966-05-06,2025-06-04
153410-99999,APA NEAGRA,RO,,,+45.000,+022.867,+0251.0,1973-08-19,2025-06-04
153440-99999,POLOVRAGI,RO,,,+45.183,+023.817,+0532.0,1974-03-15,2025-06-04
153450-99999,MORARESTI,RO,,,+45.000,+024.533,+0550.0,1973-07-28,2025-06-04
153460-99999,RAMNICU VALCEA,RO,,,+45.100,+024.367,+0239.0,1937-03-16,2025-06-04
153470-99999,CURTEA DE ARGES,RO,,,+45.167,+024.667,+0449.0,1973-07-21,2025-06-04
153480-99999,BOGUS ROMANIAN,RO,,,,,,1991-06-01,1997-12-31
153490-99999,CAMPINA,RO,,,+45.144,+025.750,+0463.0,1973-07-21,2025-06-04
153500-99999,BUZAU,RO,,,+45.150,+026.817,+0097.0,1936-01-01,2025-06-04
153510-99999,BOGUS ROMANIAN,RO,,,,,,1987-06-11,2003-06-22
153550-99999,FAUREI/=694514 KQYB,RO,,,+45.067,+027.233,+0053.0,1973-07-21,1997-12-31
153560-99999,VIZIRU,RO,,,+45.017,+027.700,+0020.0,1973-07-21,1997-12-31
153570-99999,BOGUS ROMANIAN,RO,,,,,,1990-03-01,2002-11-03
153580-99999,BOGUS ROMANIAN,RO,,,,,,1988-02-01,1997-12-31
153600-99999,SULINA,RO,,,+45.167,+029.733,+0009.0,1936-01-01,2025-06-04
153610-99999,BOGUS ROMANIAN,RO,,,,,,1989-05-20,2002-07-24
153630-99999,CARBUNARI,RO,,,+44.833,+021.750,+0090.0,1984-01-04,2002-05-19
153640-99999,BOZOVICI,RO,,,+44.917,+022.000,+0252.0,1974-03-15,2025-06-04
153660-99999,BAILE HERCULANE,RO,,,+44.883,+022.417,+0176.0,1983-04-01,2025-06-04
153690-99999,TARGU LOGRESTI,RO,,,+44.883,+023.700,+0265.0,1973-07-21,2025-06-04
153730-99999,PITESTI,RO,,,+44.850,+024.817,+0315.0,1966-02-02,2025-06-04
153750-99999,TARGOVISTE,RO,,,+44.933,+025.433,+0297.7,1973-01-05,2025-06-04
153770-99999,PLOIESTI,RO,,,+44.950,+026.000,+0177.0,1966-01-05,2025-06-04
153800-99999,,,,,,,,2001-07-18,2003-07-11
153870-99999,SFANTU GHEORGHE DELTA,RO,,,+44.900,+029.600,+0002.0,1973-01-02,2025-06-04
153880-99999,MOLDOVA VECHE,RO,,,+44.717,+021.633,+0083.0,1974-03-15,2025-06-04
153890-99999,BERZASCA,RO,,,+44.650,+021.950,+0068.0,1973-07-21,1997-12-31
153950-99999,DRAGASANI,RO,,,+44.667,+024.233,+0281.0,1973-07-21,2025-06-04
153990-99999,BOGUS ROMANIAN,RO,,,,,,1991-02-01,2003-09-21
154010-99999,BOGUS ROMANIAN,RO,,,,,,1985-11-01,1997-12-31
154020-99999,URZICENI,RO,,,+44.717,+026.650,+0061.0,1973-07-21,2025-06-04
154050-99999,GRIVITA,RO,,,+44.750,+027.300,+0051.0,1966-01-05,2025-06-04
154060-99999,HARSOVA,RO,,,+44.683,+027.950,+0038.0,1974-03-15,2025-06-04
154080-99999,CORUGEA,RO,,,+44.733,+028.350,+0220.0,1973-08-04,2025-06-04
154090-99999,JURILOVCA,RO,,,+44.767,+028.883,+0038.0,1973-01-05,2025-06-04
154100-99999,DROBETA TURNU SEVERIN,RO,,,+44.633,+022.633,+0080.0,1936-01-01,2025-06-04
154120-99999,BACLES,RO,,,+44.483,+023.117,+0313.0,1973-07-21,2025-06-04
154130-99999,BOGUS ROMANIAN,RO,,,,,,1992-03-01,1997-12-31
154140-99999,BOGUS ROMANIAN,RO,,,,,,1984-04-02,1997-12-31
154160-99999,STOLNICI,RO,,,+44.567,+024.800,+0210.0,1973-07-21,2025-06-04
154190-99999,TITU,RO,,,+44.650,+025.583,+0160.0,1974-03-15,2025-06-04
154200-99999,BANEASA AUREL VLAICU,RO,,LRBS,+44.503,+026.102,+0090.5,1931-01-06,2025-06-04
154210-99999,HENRI COANDA,RO,,LROP,+44.571,+026.085,+0095.7,1973-01-01,2025-06-04
154215-99999,CAMPIA TURZII,RO,,LRCT,+46.502,+023.886,+0330.1,2005-07-27,2025-06-04
154220-99999,BUCURESTI FILARET,RO,,,+44.417,+026.100,+0083.5,1979-08-08,2025-06-04
154230-99999,DILGA,RO,,,+44.450,+026.967,+0051.0,1973-07-21,1997-12-31
154240-99999,FUNDULEA,RO,,,+44.467,+026.517,+0067.0,1973-07-21,1997-12-31
154250-99999,SLOBOZIA,RO,,,+44.550,+027.400,+0052.0,1983-04-01,2025-06-04
154280-99999,GURA PORTITEI,RO,,,+44.683,+029.000,+0006.0,1985-04-10,2025-06-04
154290-99999,SARULESTI,RO,,,+44.417,+026.650,+0088.0,1983-04-01,1997-12-31
154340-99999,SLATINA,RO,,,+44.433,+024.350,+0173.0,1983-04-01,2025-06-04
154360-99999,BOGUS ROMANIAN,RO,,,+00.000,+000.000,+0159.0,1985-05-01,1997-12-31
154430-99999,DOR MARUNT,RO,,,+44.450,+026.917,+0040.0,1983-04-01,1997-12-31
154440-99999,FETESTI,RO,,,+44.367,+027.850,+0061.0,1973-01-05,2025-06-04
154450-99999,CERNAVODA,RO,,,+44.350,+028.050,+0088.0,1985-08-01,2025-06-04
154470-99999,SARBATO,RO,,,+44.283,+023.633,+0162.0,1984-04-01,1986-08-07
154480-99999,BOGUS ROMANIAN,RO,,,+00.000,+000.000,,1991-02-01,1997-12-31
154490-99999,BOGUS ROMANIAN,RO,,,,,,1991-02-01,2002-09-16
154500-99999,CRAIOVA,RO,,LRCV,+44.318,+023.889,+0190.8,1936-01-01,2025-06-04
154510-99999,CRAIOVA,RO,,,+44.300,+023.800,+0113.0,1974-03-15,1990-10-24
154550-99999,VIDELE,RO,,,+44.283,+025.533,+0107.0,1974-03-18,2025-06-04
154580-99999,MINASTIREA,RO,,,+44.250,+026.850,+0041.0,1974-04-29,1984-11-12
154600-99999,CALARASI,RO,,,+44.200,+027.350,+0020.0,1936-01-01,2025-06-04
154620-99999,MEDGIDIA,RO,,,+44.250,+028.267,+0072.0,1973-07-21,2025-06-04
154630-99999,BOGUS ROMANIAN,RO,,,+00.000,+000.000,+0049.0,1984-01-02,1997-12-31
154640-99999,,,,,,,,2001-07-17,2002-09-23
154650-99999,BAILESTI,RO,,,+44.017,+023.333,+0058.0,1973-07-21,2025-06-04
154690-99999,CARACAL,RO,,,+44.100,+024.367,+0107.0,1973-07-21,2025-06-04
154700-99999,ROSIORII DE VEDE,RO,,,+44.100,+024.983,+0103.0,1966-05-06,2025-06-04
154740-99999,BOGUS ROMANIAN,RO,,,+00.000,+000.000,+0093.0,1989-02-01,1997-12-22
154750-99999,OLTENITA,RO,,,+44.067,+026.633,+0016.0,1983-12-01,2025-06-04
154760-99999,GREACA,RO,,,+44.117,+026.333,+0004.0,1984-10-01,1997-11-12
154770-99999,PLATFORMA GLORIA,RO,,,+44.517,+029.567,+0014.0,1983-04-01,1997-12-31
154790-99999,ADAMCLISI,RO,,,+44.083,+027.967,+0160.0,1973-07-21,2025-06-04
154800-99999,CONSTANTA,RO,,,+44.217,+028.650,+0014.0,1936-01-01,2025-06-04
154810-99999,MIHAIL KOGALNICEANU,RO,,LRCK,+44.362,+028.488,+0107.6,1973-06-20,2025-06-04
154820-99999,CALAFAT,RO,,,+43.983,+022.950,+0063.0,1973-01-05,2025-06-04
154830-99999,BOGUS ROMANIAN,RO,,,,,,1986-03-01,2002-09-24
154890-99999,ALEXANDRIA,RO,,,+43.983,+025.350,+0076.0,1973-07-21,2025-06-04
154900-99999,TURNU-MAGURELE,RO,,,+43.750,+024.883,+0031.0,1936-12-01,2025-06-04
154910-99999,GIURGIU,RO,,,+43.883,+025.950,+0024.0,1973-01-15,2025-06-04
154930-99999,TUZLA,RO,,,+44.000,+028.667,+0049.0,1973-07-21,1990-08-09
154931-99999,TUZLA,RO,,LRTZ,+43.985,+028.607,+0050.0,2011-07-15,2024-03-18
154940-99999,BECHET,RO,,,+43.783,+023.950,+0040.0,1974-03-15,2025-06-04
154950-99999,BOGUS ROMANIAN,RO,,,,,,1991-02-01,2002-08-13
154980-99999,ZIMNICEA,RO,,,+43.667,+025.350,+0034.0,1983-04-01,2025-06-04
154990-99999,MANGALIA,RO,,,+43.817,+028.583,+0009.0,1964-01-01,2025-06-04
155010-99999,NOVO SELO,BU,,,+44.167,+022.800,+0038.0,1953-03-06,1997-12-27
155020-99999,VIDIN,BU,,,+43.983,+022.850,+0595.0,1973-03-14,2025-06-04
155030-99999,GRAMADA,BU,,,+43.833,+022.667,+0253.0,1973-03-05,1991-07-07
155050-99999,VRATZA,BU,,,+43.200,+023.533,+0310.0,1973-03-05,1997-12-31
155070-99999,MONTANA,BU,,,+43.417,+023.217,+0204.0,2004-09-16,2018-07-16
155100-99999,NAME AND LOC UNKN,BU,,,+00.000,+000.000,-0999.0,1975-09-03,2003-05-18
155110-99999,LOM,BU,,,+43.817,+023.250,+0033.0,1952-01-01,1997-12-31
155140-99999,ORYAHOVO,BU,,,+43.683,+023.967,+0031.0,1966-01-11,1997-12-12
155200-99999,BOGUS BULGARIAN,BU,,,,,,1973-03-05,2003-09-04
155250-99999,LOVETCH,BU,,,+43.150,+024.700,+0221.0,1975-11-01,2025-06-04
155253-99999,GORNA ORYAHOVITSA,BU,,LBGO,+43.151,+025.713,+0086.9,1997-01-02,2025-06-04
155254-99999,DOLNA MITROPOLIA AB,BU,,LBPL,+43.450,+024.500,+0101.0,2008-07-21,2025-06-04
155255-99999,GRAF IGNATIEVO,BU,,LBPG,+42.290,+024.730,+0196.0,2007-10-16,2025-06-04
155256-99999,BEZMER AB,BU,,LBIA,+42.450,+026.350,+0155.0,2008-07-21,2025-06-04
155257-99999,BALCHICK AB,BU,,LBWB,+43.417,+028.183,+0201.0,2008-07-22,2025-06-04
155258-99999,GRAF IGNATIEVO AIR BASE,BU,,LBGD,+42.283,+024.750,+0058.0,2008-09-16,2012-10-19
155260-99999,PLEVEN,BU,,,+43.417,+024.600,+0071.0,1952-08-03,1997-12-31
155280-99999,PLEVEN,BU,,,+43.400,+024.600,+0160.0,2001-09-15,2018-07-16
155300-99999,VELIKO TARNOVO,BU,,,+43.083,+025.650,+0218.0,1936-07-01,1997-12-31
155330-99999,SVICHTOV,BU,,,+43.617,+025.350,+0026.0,1953-03-01,1997-12-31
155340-99999,NAME AND LOC UNKN,BU,,,+00.000,+000.000,-0999.0,1973-03-05,1974-04-29
155350-99999,ROUSSE/RUSE,BG,,LBRS,+43.695,+026.057,+0186.0,1936-07-01,1997-12-31
155380-99999,BOGUS BULGARIAN,BU,,,,,,1973-03-05,2002-05-18
155440-99999,SHUMEN,BU,,,+43.267,+026.933,+0220.0,1965-07-01,1990-11-30
155460-99999,SAMOUIL,BU,,,+43.517,+026.750,+0475.0,1973-03-05,1980-10-04
155470-99999,BOGUS BULGARIAN,BU,,,,,,1986-05-04,1990-02-10
155490-99999,RAZGRAD,BU,,,+43.567,+026.500,+0347.0,1981-01-01,2025-06-04
155500-99999,SILISTRA,BU,,,+44.117,+027.267,+0016.0,1953-08-01,1997-12-31
155520-99999,VARNA,BU,,LBWN,+43.232,+027.825,+0070.1,1936-01-02,2025-06-04
155560-99999,LJUBEN KARAVELOVO,BU,,,+43.233,+027.817,+0062.0,1973-01-01,1975-05-14
155561-99999,BALGAREVO,BU,,,+43.383,+028.383,+0083.0,1975-05-15,1990-01-25
155610-99999,SHABLA,BU,,,+43.533,+028.533,+0028.0,1975-04-01,1997-12-31
155620-99999,KALIAKPA,BU,,,+43.367,+028.467,+0064.0,1973-03-05,1997-12-31
155630-99999,NAME AND LOC UNKN,BU,,,+00.000,+000.000,-0999.0,1973-03-05,2002-03-12
155750-99999,BOGUS BULGARIAN,BU,,,,,,1975-11-01,1990-02-20
156000-99999,MOURGASH,BU,,,+42.833,+023.667,+1692.0,1973-03-05,2025-03-08
156010-99999,KUSTENDIL,BU,,,+42.267,+022.767,+0527.0,1966-05-03,1997-12-31
156050-99999,DRAGOMAN,BU,,,+42.933,+022.933,+0716.0,1973-03-05,1997-12-31
156090-99999,SOFIA/VRAZHDEBNA,BU,,,+42.700,+023.417,+0531.0,1973-01-01,1975-05-14
156091-99999,SOFIA (OBSERVATORY),BU,,,+42.817,+023.383,+0595.0,1975-05-15,1990-02-08
156110-99999,BOGUS BULGARIAN,BU,,,,,,1973-03-05,2003-11-11
156130-99999,CHERNI VRAH (TOP/SOMMET),BU,,,+42.583,+023.267,+2292.0,1953-08-04,1997-12-31
156140-99999,SOFIA,BU,,LBSF,+42.695,+023.406,+0531.0,1931-09-01,2025-06-04
156150-99999,MUSSALA (TOP/SOMMET),BU,,,+42.183,+023.583,+2927.0,1935-01-02,2025-06-04
156180-99999,BOGUS BULGARIAN,BU,,,,,,1973-03-05,2002-05-07
156190-99999,BOGUS BULGARIAN,BU,,,,,,1973-03-05,2003-02-25
156220-99999,IHTIMAN,BU,,,+42.433,+023.817,+0637.0,1953-03-05,2003-05-01
156250-99999,PLOVDIV,BU,,LBPD,+42.068,+024.851,+0182.0,1939-01-02,2025-06-04
156260-99999,PLOVDIV,BU,,,+42.067,+024.850,+0156.0,2004-08-31,2018-07-16
156270-99999,BOTEV VRAH (TOP/SOMMET),BU,,,+42.667,+024.833,+2389.0,1957-07-01,1997-12-31
156280-99999,IVAILO,BU,,,+42.217,+024.333,+0214.0,1973-03-05,2021-12-15
156300-99999,NAME AND LOC UNKN,BU,,,+00.000,+000.000,-0999.0,1975-11-01,1978-11-03
156310-99999,KAZANLUK,BU,,,+42.617,+025.400,+0387.0,1936-07-01,1939-09-30
156350-99999,CHIRPAN,BU,,,+42.200,+025.333,+0178.0,1953-04-02,1997-12-31
156360-99999,YAMBOL,BU,,,+42.483,+026.517,+0146.0,1936-07-01,1939-09-30
156370-99999,BOGUS BULGARIAN,BU,,,,,,1973-03-08,2004-02-19
156400-99999,SLIVEN,BU,,,+42.667,+026.333,+0257.0,1953-03-05,2025-06-04
156420-99999,ELHOVO,BU,,,+42.183,+026.567,+0139.0,1953-04-01,1997-12-31
156450-99999,NAME AND LOC UNKN,BU,,,+00.000,+000.000,-0999.0,1973-03-05,2002-10-15
156460-99999,KARNOBAT,BU,,,+42.650,+026.983,+0195.0,1957-06-30,1990-02-19
156500-99999,BOGUS BULGARIAN,BU,,,,,,1973-03-06,1989-12-23
156550-99999,BURGAS,BU,,LBBG,+42.570,+027.515,+0041.1,1953-01-01,2025-06-04
156610-99999,ACHTOPOL,BU,,,+42.100,+027.850,+0019.0,1973-03-05,1997-12-31
156620-99999,PRIMORSKO,BU,,,+42.283,+027.750,+0010.0,1989-06-04,2002-09-22
157120-99999,SANDANSKI,BU,,,+41.550,+023.267,+0207.0,1952-01-01,2025-06-04
157180-99999,BOGUS BULGARIAN,BU,,,,,,1973-03-05,2003-11-18
157250-99999,SNEJANKA (TOP/SOMMET),BU,,,+41.667,+024.683,+1930.0,1953-03-09,1997-12-31
157260-99999,ROJEN,BU,,,+41.883,+024.733,+1750.0,2001-09-15,2019-10-09
157290-99999,BOGUS BULGARIAN,BU,,,,,,1973-03-05,2002-01-04
157300-99999,KURDJALI,BU,,,+41.650,+025.383,+0331.0,1957-06-27,2025-06-04
157340-99999,NAME AND LOC UNKN,BU,,,+00.000,+000.000,-0999.0,1975-09-01,2002-10-03
157360-99999,NAME AND LOC UNKN,BU,,,+00.000,+000.000,-0999.0,1973-03-05,2002-08-25
157410-99999,SVILENGRAD,BU,,,+41.767,+026.200,+0055.0,1966-01-01,1997-12-31
157720-99999,,,,,,,,2001-08-10,2002-10-14
158430-99999,,,,,,,,2001-09-06,2002-04-01
158840-99999,BOGUS BULGARIAN,BU,,,,,,1988-11-04,2002-05-07
160000-99999,BOGUS ITALIAN,IT,,,,,,1985-01-26,2003-03-28
160010-99999,BASSANO DEL GRAPPA,IT,,LIPJ,+45.767,+011.733,,1977-05-13,1979-08-30
160015-99999,UNKNOWN,IT,,,+00.000,+000.000,-0999.0,1973-01-01,1974-02-28
160016-99999,ANCONA,IT,,,+43.617,+013.517,+0103.0,1973-01-01,1975-11-09
160060-99999,BOGUS ITALIAN,IT,,,,,,1986-07-21,2002-01-21
160080-99999,S. VALENTINO ALLA MUTA,IT,,,+46.750,+010.533,+1461.0,1967-01-02,2025-06-04
160083-99999,RESIA PASS,IT,,LIVE,+46.833,+010.500,+1800.0,1987-03-26,2025-06-04
160100-99999,VIPITENO,IT,,,+46.883,+011.350,+0942.0,2004-02-16,2004-03-16
160140-99999,VIPITENO,IT,,,+46.883,+011.433,+0921.0,2005-07-27,2024-08-14
160150-99999,BRENNERO PASS,IT,,,+46.983,+011.500,+1362.0,1973-01-01,1984-05-14
160180-99999,SOPRABOLZANO,IT,,,+46.533,+011.417,+1298.0,1973-02-26,1976-01-01
160200-99999,BOLZANO,IT,,LIPB,+46.460,+011.326,+0240.5,1965-01-29,2025-06-04
160210-99999,ROLLE PASS,IT,,LIVR,+46.300,+011.783,+2006.0,1973-01-01,2025-06-04
160220-99999,PAGANELLA MOUNTAIN,IT,,LIVP,+46.150,+011.033,+2129.0,1973-01-01,2025-01-06
160230-99999,TRENTO,IT,,,+46.017,+011.117,+0190.0,2007-06-05,2022-02-15
160330-99999,DOBBIACO,IT,,LIVD,+46.733,+012.217,+1226.0,1973-01-01,2025-06-04
160360-99999,AVIANO AB,IT,,LIPA,+46.032,+012.596,+0117.0,1966-07-01,2025-06-04
160365-99999,AVIANO (USAF),IT,,,+46.017,+012.617,+0126.0,1956-01-01,1995-08-31
160370-99999,AVIANO (USAF),IT,,LIYW,+46.033,+012.617,+0125.0,1993-07-01,1997-12-31
160400-99999,TARVISIO,IT,,LIVO,+46.500,+013.583,+0778.0,1965-01-29,2024-12-05
160410-99999,TARVISIO,IT,,,+46.500,+013.583,+0778.0,2005-07-27,2012-05-31
160440-99999,UDINE/CAMPOFORMIDO,IT,,LIPD,+46.033,+013.183,+0094.0,1966-01-04,1999-03-30
160450-99999,RIVOLTO / UDINE,IT,,LIPI,+45.979,+013.049,+0054.6,1958-04-14,2025-06-04
160455-99999,GORIZIA,IT,,LIPG,+45.950,+013.633,+0063.0,1973-11-22,1984-05-12
160460-99999,UDINE/RIVOLTO,IT,,,+45.967,+013.033,+0053.0,2006-10-24,2012-05-31
160520-99999,PIAN ROSA (MTN TOP),IT,,LIMH,+45.933,+007.700,+3488.0,1965-01-29,2025-06-04
160530-99999,COLLE DEL GIGANTE,IT,,LIMI,+46.917,+012.100,-0999.9,1973-01-01,2005-05-05
160540-99999,AOSTA POLLEIN,IT,,LIMW,+45.733,+007.350,+0551.0,1984-07-01,2025-06-04
160550-99999,BOGUS ITALIAN,IT,,,,,,1985-06-02,2004-11-29
160580-99999,BOUSSON,IT,,,+44.933,+006.817,+1400.0,2005-07-27,2022-06-01
160590-99999,TORINO CASELLE,IT,,LIMF,+45.201,+007.650,+0301.4,1964-08-11,2025-06-04
160595-99999,AERITALIA-TORINO,IT,,LIMA,+45.086,+007.603,+0288.3,2008-04-25,2025-06-04
160600-99999,TORINO VENARIA,IT,,,+45.117,+007.617,+0277.0,2005-07-27,2021-01-27
160610-99999,TORINO/BRIC CROCE,IT,,LIMK,+45.033,+007.733,+0710.0,1973-01-01,2025-06-04
160640-99999,CAMERI,IT,,LIMN,+45.530,+008.669,+0178.6,1966-09-23,2025-06-04
160660-99999,MALPENSA,IT,,LIMC,+45.631,+008.728,+0233.8,1965-02-04,2025-06-04
160670-99999,GALLARATE,IT,,,+45.650,+008.817,+0238.0,2006-10-24,2012-05-31
160680-99999,CASALE MONFERRATO,IT,,,+45.100,+008.450,+0120.0,2005-07-27,2020-08-05
160700-99999,GRIGNA SETTENTRION,IT,,,+45.950,+009.383,+2403.0,1973-03-01,2005-09-02
160720-99999,BISBINO MOUNTAIN,IT,,LIMO,+45.867,+009.067,+1322.0,1973-01-01,1997-06-11
160730-99999,MONTE BISBINO,IT,,,+45.867,+009.067,+1323.0,2006-02-01,2008-08-01
160740-99999,VALCAVA,IT,,,+45.783,+009.517,+1262.0,1977-03-09,1979-08-28
160760-99999,BERGAMO ORIO AL SERIO,IT,,LIME,+45.674,+009.704,+0238.4,1966-09-08,2025-06-04
160800-99999,MILANO LINATE,IT,,LIML,+45.445,+009.277,+0107.6,1931-01-04,2025-06-04
160810-99999,MILANO/LINATE,IT,,,+45.467,+009.267,+0108.0,2005-07-27,2018-12-31
160840-99999,PIACENZA,IT,,LIMS,+44.913,+009.723,+0139.0,1966-09-14,2025-06-04
160880-99999,GHEDI,IT,,LIPL,+45.432,+010.268,+0101.5,1966-09-04,2025-06-04
160890-99999,DESENZANO,IT,,,+45.467,+010.550,+0065.0,2005-07-27,2025-04-15
160900-99999,VERONA VILLAFRANCA,IT,,LIPX,+45.396,+010.889,+0072.8,1945-05-18,2025-06-04
160903-99999,PADOVA (CIV/IT-AFB),IT,,,+45.400,+011.850,+0013.0,1982-06-25,1990-11-15
160920-99999,GRAPPA MOUNTAIN,IT,,,+45.867,+011.800,+1775.0,1973-01-01,1984-09-10
160940-99999,VICENZA,IT,,LIPT,+45.573,+011.530,+0039.0,1966-09-04,1997-12-31
160950-99999,PADOVA,IT,,LIPU,+45.400,+011.850,+0014.0,1973-01-01,2025-06-04
160960-99999,MOUNT VENDA,IT,,LIVV,+45.317,+011.683,+0575.0,1973-01-01,1979-03-15
160980-99999,TREVISO ISTRANA,IT,,LIPS,+45.685,+012.083,+0041.8,1966-09-04,2025-06-04
160990-99999,TREVISO,IT,,LIPH,+45.648,+012.194,+0018.0,1966-09-01,2025-06-04
161000-99999,VENEZIA/SAN NICOLO,IT,,LIPV,+45.433,+012.383,+0004.0,1951-10-01,1979-08-30
161003-99999,VENEZIA / SAN NICOLO,IT,,LIPV,+45.433,+012.383,+0004.0,2022-04-06,2022-04-06
161010-99999,VENEZIA LIDO,IT,,,+45.433,+012.383,+0005.0,1996-12-05,2024-10-09
161050-99999,VENEZIA TESSERA,IT,,LIPZ,+45.505,+012.352,+0002.1,1961-03-01,2025-06-04
161070-99999,CONCORDIA SAGITTARIA,IT,,,+45.750,+012.850,+0002.0,2005-10-13,2025-06-04
161080-99999,RONCHI DEI LEGIONARI / TRIESTE,IT,,LIPQ,+45.828,+013.472,+0011.3,1973-01-01,2025-06-04
161100-99999,TRIESTE,IT,,LIVT,+45.650,+013.750,+0020.0,1932-10-20,2025-06-04
161110-99999,MONTE SETTEPANI,IT,,,+44.233,+008.200,+1382.0,2005-07-27,2024-09-05
161120-99999,FRAITEVE MOUNTAIN,IT,,LIMX,+44.983,+006.850,+2680.0,1973-01-01,1984-05-25
161130-99999,CUNEO-LEVALDIGI,IT,,,+44.533,+007.617,+0386.0,2024-08-18,2024-08-18
161140-99999,MONDOVI,IT,,,+44.383,+007.817,+0560.0,1984-11-01,2025-06-04
161150-99999,MALANOTTE MOUNTAIN,IT,,LIMY,+44.250,+007.800,+1742.0,1973-06-08,2025-06-04
161155-99999,MALANOTTE MOUNTAIN&,IT,,,+44.250,+007.800,+1742.0,1973-01-01,1974-05-15
161160-99999,GOVONE,IT,,,+44.800,+008.100,+0315.0,1973-01-01,2001-07-13
161170-99999,CUNEO LEVALDIGI,IT,,,+44.533,+007.617,+0386.0,1973-06-20,2012-05-31
